student_id,question_id,ability,difficulty,answered_correctly
1078,22,1.023237187384264,-0.2807915053815573,True
1980,37,-2.2430184173451413,1.4305402322121616,False
1240,14,3.4533955284567495,-0.8727140619132193,True
1329,33,1.7502303812916011,0.8161723418477723,True
1995,17,2.288340297092959,-0.5589135755519073,True
1794,11,-4.3025511496637705,-0.687780050884169,False
1838,45,-0.3714496457584788,1.2902426684636306,False
1620,21,-2.150134960275704,-0.3492151430794096,False
1422,35,-1.633844053375953,0.9108960987915374,False
1490,48,-0.5632433059047698,1.9723717453579808,False
1496,2,4.4137552934625965,-1.4856950351542633,True
1012,28,-1.6299949722419447,-0.007172181448675735,False
1765,25,-3.729838574150064,-0.5219161274658657,False
1396,12,-0.9772742751872824,-0.932708679403091,False
1572,41,-1.5835079046122067,1.1997895105073653,False
1150,44,0.46525009408275864,1.3769615662825754,False
1251,11,-0.32156061213787557,-0.687780050884169,True
1774,31,-2.2672518207182164,0.632878712658696,False
1684,39,-2.840946189953761,0.9472104582376528,False
1538,44,0.9432491167868365,1.3769615662825754,False
1459,18,1.314165229484182,-0.5589836137336123,True
1039,13,1.6558328177058592,-1.077263441223005,True
1786,24,-4.954210627498425,-0.3864266696921883,False
1428,50,1.7320076040235044,2.194765442034332,False
1605,11,-0.18947656761177398,-0.687780050884169,True
1134,48,0.7710637870724675,1.9723717453579808,False
1676,41,-0.7341561053825227,1.1997895105073653,False
1331,48,0.10319179809139126,1.9723717453579808,False
1781,28,2.0213395164984322,-0.007172181448675735,True
1633,9,-2.394629254721539,-0.7285393364962602,False
1799,12,0.8416537004792195,-0.932708679403091,True
1452,39,-0.48046450435014304,0.9472104582376528,False
1694,8,-0.37502873595454195,-1.075226127393287,True
1582,15,0.7851033190588085,-0.6935551987252111,True
1939,38,3.2017757699863036,1.1844745378495978,True
1980,22,-2.2430184173451413,-0.2807915053815573,False
1660,11,1.3942968171787988,-0.687780050884169,True
1838,44,-0.3714496457584788,1.3769615662825754,False
1017,46,1.5038068288931024,1.694683071876904,False
1353,50,4.15020134843539,2.194765442034332,True
1803,44,-0.312230360714394,1.3769615662825754,False
1401,18,0.6074305172107672,-0.5589836137336123,True
1512,42,0.7370441047147025,1.3498412742622228,False
1312,23,1.0157887759526707,-0.48182798797833754,True
1496,47,4.4137552934625965,2.0346665185247454,True
1706,5,-4.150532399443936,-1.388346579761669,False
1193,45,-5.452790783277191,1.2902426684636306,False
1708,22,-3.689793961042205,-0.2807915053815573,False
1048,41,4.789636789052314,1.1997895105073653,True
1547,27,3.075628642086554,0.24496079315544297,True
1790,20,1.9985955024750641,-0.441785627169663,True
1677,31,-1.0659466492117238,0.632878712658696,False
1075,3,,-1.9550958418975908,True
1146,26,-1.4229129333192927,0.09991056932654135,False
1318,46,-1.8246764022691084,1.694683071876904,False
1906,26,0.5293304186865102,0.09991056932654135,True
1094,45,0.5540996734771155,1.2902426684636306,False
1940,18,-0.5501520647977045,-0.5589836137336123,True
1348,38,0.10180294155448452,1.1844745378495978,False
1958,32,-2.438028875131344,0.7552864953737506,False
1957,8,-0.3814848389645645,-1.075226127393287,True
1695,38,-2.974305017813628,1.1844745378495978,False
1166,17,-1.312680215046024,-0.5589135755519073,False
1401,36,0.6074305172107672,1.2153009730202406,False
1254,24,0.5986828733934959,-0.3864266696921883,True
1248,1,-0.2932817410203875,-1.90812071852015,True
1123,28,-1.4200575363868642,-0.007172181448675735,False
1991,20,5.033786847066948,-0.441785627169663,True
1560,3,-3.629358889971838,-1.9550958418975908,False
1290,28,3.806027501460626,-0.007172181448675735,True
1725,8,-0.5098070059345098,-1.075226127393287,True
1045,23,1.0248827554120299,-0.48182798797833754,True
1106,22,-0.529787327185597,-0.2807915053815573,False
1898,30,-3.383696664150031,0.48292380210947417,False
1420,4,0.7749006324065987,-1.316538424429544,True
1942,3,6.972703712768475,-1.9550958418975908,True
1976,3,-1.9259202772172732,-1.9550958418975908,True
1246,7,2.113738235641607,-1.329703554227565,True
1261,49,1.778837806235636,2.120799609904493,False
1484,41,-2.000362023267198,1.1997895105073653,False
1660,32,1.3942968171787988,0.7552864953737506,True
1776,11,2.0295584556201853,-0.687780050884169,True
1663,48,4.578347613659637,1.9723717453579808,True
1696,14,0.6055863163797571,-0.8727140619132193,True
1222,36,6.020839517101189,1.2153009730202406,True
1037,47,-5.12445538846668,2.0346665185247454,False
1155,49,-1.0209790863407902,2.120799609904493,False
1425,21,8.425754260180184,-0.3492151430794096,True
1318,38,-1.8246764022691084,1.1844745378495978,False
1908,30,3.6233364071535292,0.48292380210947417,True
1877,11,1.6622555809242046,-0.687780050884169,True
1692,21,2.184481147692273,-0.3492151430794096,True
1772,14,0.4920022948660895,-0.8727140619132193,True
1589,34,-0.6437145422819373,0.30293110331887635,False
1438,35,-2.5648355551534014,0.9108960987915374,False
1057,22,3.5961530061739793,-0.2807915053815573,True
1123,1,-1.4200575363868642,-1.90812071852015,True
1239,47,2.7522509096150993,2.0346665185247454,True
1031,25,1.3283899316959324,-0.5219161274658657,True
1801,16,-0.9978620065668922,-0.6681028459503868,False
1885,5,0.04717216567870053,-1.388346579761669,True
1926,43,-0.1261006708702822,1.9390204358133798,False
1323,40,-0.8492072097408443,1.7580032653879958,False
1340,12,4.643773424778675,-0.932708679403091,True
1239,28,2.7522509096150993,-0.007172181448675735,True
1820,20,-1.6008676332120935,-0.441785627169663,False
1870,4,1.3020676532408821,-1.316538424429544,True
1796,22,2.395683502441604,-0.2807915053815573,True
1042,14,-2.5217993708915656,-0.8727140619132193,False
1900,4,-0.1460833048142669,-1.316538424429544,True
1479,20,0.0228807102600197,-0.441785627169663,True
1026,23,1.0629190088673217,-0.48182798797833754,True
1241,2,4.105269763747026,-1.4856950351542633,True
1506,18,1.4205120884957345,-0.5589836137336123,True
1052,3,1.7905737393406536,-1.9550958418975908,True
1734,2,1.5130265685954076,-1.4856950351542633,True
1209,8,-0.5363730216004228,-1.075226127393287,True
1930,22,1.7043143550608835,-0.2807915053815573,True
1040,41,3.1361783718039136,1.1997895105073653,True
1203,12,-0.938624567543151,-0.932708679403091,False
1620,41,-2.150134960275704,1.1997895105073653,False
1085,27,0.5389810924318199,0.24496079315544297,True
1088,45,0.16762881119137685,1.2902426684636306,False
1294,46,-2.650252113672994,1.694683071876904,False
1308,16,3.6573758907595697,-0.6681028459503868,True
1244,36,-0.1376613680945381,1.2153009730202406,False
1171,32,-0.9817675961932341,0.7552864953737506,False
1845,37,2.8420619861217418,1.4305402322121616,True
1208,6,1.4037977629642018,-1.6949494849342983,True
1378,50,6.658055625678853,2.194765442034332,True
1362,18,-0.24571802038592747,-0.5589836137336123,True
1991,45,5.033786847066948,1.2902426684636306,True
1336,22,1.5107673223717801,-0.2807915053815573,True
1668,15,3.2782311818948258,-0.6935551987252111,True
1489,44,-2.057291281061289,1.3769615662825754,False
1095,32,-0.8321611342432388,0.7552864953737506,False
1017,5,1.5038068288931024,-1.388346579761669,True
1067,31,2.508813407291111,0.632878712658696,True
1906,48,0.5293304186865102,1.9723717453579808,False
1747,13,-0.7344902021372977,-1.077263441223005,True
1165,3,-0.3189550921900684,-1.9550958418975908,True
1710,27,8.239280630825238,0.24496079315544297,True
1567,29,4.005615227232261,0.49823313441169276,True
1509,7,3.511414995146058,-1.329703554227565,True
1496,23,4.4137552934625965,-0.48182798797833754,True
1683,50,0.8765398648840907,,False
1476,31,3.524334871316728,0.632878712658696,True
1615,11,-0.044621591939205035,-0.687780050884169,True
1127,43,-0.3750567327258044,1.9390204358133798,False
1900,26,-0.1460833048142669,0.09991056932654135,False
1789,26,4.601579943877554e-06,0.09991056932654135,False
1117,36,0.5240313357287449,1.2153009730202406,False
1812,13,-5.472948284452178,-1.077263441223005,False
1307,7,0.4575166852410746,-1.329703554227565,True
1743,32,7.298172781787587,,True
1840,35,1.4325048833600853,0.9108960987915374,True
1886,19,-0.09350191168363356,-0.31967720812894534,True
1598,50,1.0428280870589257,2.194765442034332,False
1372,28,-2.6389353142615306,-0.007172181448675735,False
1368,3,-0.40081106198679906,-1.9550958418975908,True
1840,19,1.4325048833600853,-0.31967720812894534,True
1786,33,-4.954210627498425,0.8161723418477723,False
1336,27,1.5107673223717801,0.24496079315544297,True
1974,5,,-1.388346579761669,True
1087,16,-4.639310100954363,-0.6681028459503868,False
1477,39,0.45473236416657986,0.9472104582376528,False
1152,6,2.914336371173394,-1.6949494849342983,True
1317,18,1.5096001198700943,-0.5589836137336123,True
1843,20,0.7445838818549388,-0.441785627169663,True
1145,42,0.7386002829874131,1.3498412742622228,False
1618,9,3.307143638017749,-0.7285393364962602,True
1723,26,2.688516874531243,0.09991056932654135,True
1049,11,0.2854131220099777,-0.687780050884169,True
1124,8,1.0019185608528836,-1.075226127393287,True
1543,9,-1.350589618235404,-0.7285393364962602,False
1476,45,3.524334871316728,1.2902426684636306,True
1140,19,-1.5923366295599157,-0.31967720812894534,False
1871,47,-0.2752131990403976,2.0346665185247454,False
1004,44,,1.3769615662825754,True
1152,13,2.914336371173394,-1.077263441223005,True
1316,14,-1.369241854189506,-0.8727140619132193,False
1841,3,-0.22388346550433041,,True
1074,4,3.506489105042402,-1.316538424429544,True
1984,11,2.445908029597154,-0.687780050884169,True
1542,17,0.5878883897604782,-0.5589135755519073,True
1792,14,-1.6966481477856619,-0.8727140619132193,False
1916,9,-0.5624601480649937,-0.7285393364962602,True
1757,12,0.4262957065626798,-0.932708679403091,True
1998,32,,0.7552864953737506,False
1175,18,-0.38061519868090254,-0.5589836137336123,True
1163,46,-0.10991834076947332,1.694683071876904,False
1167,24,5.741565923594464,-0.3864266696921883,True
1842,36,-2.130249264285309,1.2153009730202406,False
1988,32,-4.767091785549205,0.7552864953737506,False
1704,27,2.6667586519348276,0.24496079315544297,True
1978,9,-4.466649638090019,-0.7285393364962602,False
1793,10,0.039089069931475984,-0.9038375393519967,True
1482,25,0.576277335246691,-0.5219161274658657,True
1952,7,0.4590128762895438,-1.329703554227565,True
1944,31,-2.4706058508071473,0.632878712658696,False
1762,41,3.533989678403751,1.1997895105073653,True
1761,21,-2.112521330879437,-0.3492151430794096,False
1861,10,0.10717853131176752,-0.9038375393519967,True
1371,50,0.1562260696901036,2.194765442034332,False
1057,12,3.5961530061739793,-0.932708679403091,True
1102,7,-1.6449250680280134,-1.329703554227565,False
1688,38,3.1877551240812947,1.1844745378495978,True
1279,41,0.4471095193748955,1.1997895105073653,False
1395,22,-0.2762774048962717,-0.2807915053815573,True
1041,9,-1.3918099841647547,-0.7285393364962602,False
1427,27,2.0103575365770614,0.24496079315544297,True
1834,39,-1.1352809130323622,0.9472104582376528,False
1034,46,-1.2087906154971853,1.694683071876904,False
1795,4,2.8424241224714226,-1.316538424429544,True
1047,33,4.123921324805065,0.8161723418477723,True
1161,41,4.027948504701192,1.1997895105073653,True
1986,28,3.219904247771053,-0.007172181448675735,True
1126,13,-0.029384305307278313,-1.077263441223005,True
1880,45,-0.16350207010374596,1.2902426684636306,False
1628,36,-0.49369965778055386,1.2153009730202406,False
1114,26,-0.6726991513307408,0.09991056932654135,False
1611,22,-2.7291623443578805,-0.2807915053815573,False
1665,16,-3.1517289980209524,,False
1421,37,0.005117598654638733,1.4305402322121616,False
1715,1,-2.2912974046890113,-1.90812071852015,False
1371,32,0.1562260696901036,0.7552864953737506,False
1344,34,-4.171198684143903,0.30293110331887635,False
1346,50,-0.1852874914213634,2.194765442034332,False
1034,2,-1.2087906154971853,-1.4856950351542633,True
1453,15,-2.9193123182057388,,False
1014,36,-4.373230107456924,1.2153009730202406,False
1118,4,1.4557898557215108,-1.316538424429544,True
1138,40,-2.482447103033521,1.7580032653879958,False
1386,37,-1.0337607317736515,1.4305402322121616,False
1746,39,-4.157174163312236,0.9472104582376528,False
1416,43,,1.9390204358133798,False
1665,43,-3.1517289980209524,1.9390204358133798,False
1300,15,0.4786351979295912,-0.6935551987252111,True
1125,50,-2.7744008142004692,2.194765442034332,False
1142,49,-0.8225162731993768,2.120799609904493,False
1149,33,0.03076972934880412,0.8161723418477723,False
1149,16,0.03076972934880412,-0.6681028459503868,True
1934,11,-0.15157376478882256,-0.687780050884169,True
1204,4,-0.3679311551548758,-1.316538424429544,True
1901,4,-2.6963058342097,-1.316538424429544,False
1478,3,4.627223341189938,-1.9550958418975908,True
1044,46,0.44802454257672053,1.694683071876904,False
1958,23,,-0.48182798797833754,False
1416,38,1.4261148455184562,1.1844745378495978,True
1041,43,-1.3918099841647547,1.9390204358133798,False
1922,22,5.883891429187905,-0.2807915053815573,True
1373,13,-0.9202208608813174,-1.077263441223005,True
1425,12,8.425754260180184,-0.932708679403091,True
1950,16,0.5986818030509296,-0.6681028459503868,True
1016,31,-1.6687586374782855,0.632878712658696,False
1345,7,0.4581354697477481,-1.329703554227565,True
1941,23,1.4978527179034882,-0.48182798797833754,True
1659,40,-0.7616091621822676,1.7580032653879958,False
1908,47,3.6233364071535292,2.0346665185247454,True
1097,34,4.96987443327966,0.30293110331887635,True
1678,24,-0.5649398821912751,-0.3864266696921883,False
1416,36,1.4261148455184562,1.2153009730202406,True
1316,4,-1.369241854189506,-1.316538424429544,False
1597,23,-1.5841312317348333,-0.48182798797833754,False
1883,23,0.022595099051335388,-0.48182798797833754,True
1469,43,1.1090037670070805,1.9390204358133798,False
1587,47,-0.578163523294031,2.0346665185247454,False
1712,24,0.17253266409203794,-0.3864266696921883,True
1697,47,-0.5490389622069585,2.0346665185247454,False
1765,8,-3.729838574150064,-1.075226127393287,False
1364,30,2.785967310118001,0.48292380210947417,True
1151,6,2.289267032551532,-1.6949494849342983,True
1649,25,-0.530768878815045,-0.5219161274658657,False
1969,37,1.9120634442276685,1.4305402322121616,True
1170,39,4.002319963778041,0.9472104582376528,True
1353,37,4.15020134843539,1.4305402322121616,True
1809,16,-3.5835075461711887,-0.6681028459503868,False
1781,25,,-0.5219161274658657,True
1912,27,-3.153011065288747,0.24496079315544297,False
1501,17,-2.343164737748795,-0.5589135755519073,False
1552,7,-2.733643825018876,-1.329703554227565,False
1926,13,-0.1261006708702822,-1.077263441223005,True
1962,33,1.2773532333900195,0.8161723418477723,True
1156,19,-0.06869857531437895,-0.31967720812894534,True
1207,25,3.353733992203209,-0.5219161274658657,True
1880,16,-0.16350207010374596,-0.6681028459503868,True
1120,35,-2.0020994158623235,0.9108960987915374,False
1827,38,2.939864459350459,1.1844745378495978,True
1321,25,0.8377012287411003,-0.5219161274658657,True
1043,2,-3.351117673832713,-1.4856950351542633,False
1760,16,0.10652298774946267,-0.6681028459503868,True
1150,27,0.46525009408275864,0.24496079315544297,True
1062,47,-1.5353922342927238,2.0346665185247454,False
1763,5,-0.6444995325348883,-1.388346579761669,True
1490,26,-0.5632433059047698,0.09991056932654135,False
1439,2,-2.846198385821574,-1.4856950351542633,False
1699,22,-1.4738711310368837,-0.2807915053815573,False
1727,25,-4.041123364628482,-0.5219161274658657,False
1343,5,-4.659045640416744,-1.388346579761669,False
1005,28,3.363515926774167,-0.007172181448675735,True
1752,32,-0.5761392589770307,0.7552864953737506,False
1208,35,1.4037977629642018,0.9108960987915374,True
1745,37,,1.4305402322121616,False
1606,42,1.0847237860621137,1.3498412742622228,False
1057,5,3.5961530061739793,-1.388346579761669,True
1083,35,0.46956994390539686,0.9108960987915374,False
1415,24,1.7285254915371757,-0.3864266696921883,True
1366,28,1.4617272277785658,-0.007172181448675735,True
1339,11,0.19319193402230733,-0.687780050884169,True
1251,42,-0.32156061213787557,1.3498412742622228,False
1946,43,9.288454144292274,1.9390204358133798,True
1764,47,2.0029994178674184,,False
1245,4,4.259597335375598,-1.316538424429544,True
1090,43,7.3395136442405065,1.9390204358133798,True
1939,48,3.2017757699863036,1.9723717453579808,True
1384,28,2.412489480561278,-0.007172181448675735,True
1285,45,-1.2811256191605203,1.2902426684636306,False
1919,41,-0.9851728821228513,1.1997895105073653,False
1177,25,-2.3959248397896413,-0.5219161274658657,False
1756,30,-3.3800020951966894,0.48292380210947417,False
1207,17,3.353733992203209,-0.5589135755519073,True
1137,36,0.5710546267606459,1.2153009730202406,False
1031,42,1.3283899316959324,1.3498412742622228,False
1646,43,4.664190868510345,1.9390204358133798,True
1079,2,-0.363130267592983,-1.4856950351542633,True
1255,3,-2.13115157473339,-1.9550958418975908,False
1174,14,0.1028678143194135,-0.8727140619132193,True
1271,49,0.17905116652711078,2.120799609904493,False
1786,30,-4.954210627498425,0.48292380210947417,False
1627,12,2.42147841693774,-0.932708679403091,True
1136,28,-0.7588379947755577,-0.007172181448675735,False
1360,18,-0.5512426765948728,-0.5589836137336123,True
1948,32,-3.2786908800100916,0.7552864953737506,False
1441,16,3.1532334104881157,-0.6681028459503868,True
1436,4,-2.774870183366711,-1.316538424429544,False
1633,31,-2.394629254721539,0.632878712658696,False
1602,24,1.1568973696593723,-0.3864266696921883,True
1935,25,0.7139729177157308,-0.5219161274658657,True
